action,price,timestamp,size,success
sell,1.2595,2022-05-31 21:00:00,3,True
reduce_short,1.25926,2022-06-01 06:00:00,1,True
reduce_short,1.2581900000000001,2022-06-01 10:00:00,1,True
sell,1.24888,2022-06-01 18:00:00,2,True
reduce_short,1.24803,2022-06-01 22:00:00,2,True
sell,1.2478500000000001,2022-06-02 01:00:00,1,True
sell,1.24811,2022-06-02 04:00:00,1,True
reduce_short,1.25139,2022-06-02 06:00:00,1,True
reduce_short,1.25678,2022-06-02 20:00:00,1,True
sell,1.25739,2022-06-02 23:00:00,2,True
reduce_short,1.25704,2022-06-03 02:00:00,1,True
sell,1.25671,2022-06-03 05:00:00,1,True
reduce_short,1.25312,2022-06-03 12:00:00,2,True
close_short,1.2528,2022-06-03 14:00:00,1,True
buy,1.25184,2022-06-03 16:00:00,2,True
reduce_long,1.25046,2022-06-03 18:00:00,1,True
buy,1.24899,2022-06-03 20:00:00,2,True
reduce_long,1.24899,2022-06-03 22:00:00,1,True
close_long,1.2481900000000001,2022-06-04,2,True
buy,1.24899,2022-06-04 02:00:00,3,True
reduce_long,1.24899,2022-06-04 05:00:00,1,True
buy,1.24899,2022-06-04 07:00:00,1,True
reduce_long,1.24953,2022-06-04 09:00:00,1,True
reduce_long,1.2486,2022-06-06,1,True
close_long,1.2495,2022-06-06 04:00:00,1,True
buy,1.25394,2022-06-06 06:00:00,3,True
reduce_long,1.2576399999999999,2022-06-06 08:00:00,1,True
close_long,1.2552,2022-06-06 12:00:00,2,True
sell,1.2552400000000001,2022-06-06 14:00:00,1,True
sell,1.25353,2022-06-06 16:00:00,2,True
reduce_short,1.2529700000000001,2022-06-06 18:00:00,2,True
close_short,1.25332,2022-06-06 20:00:00,1,True
buy,1.25328,2022-06-06 22:00:00,2,True
close_long,1.24972,2022-06-07 02:00:00,2,True
sell,1.2487300000000001,2022-06-07 04:00:00,3,True
reduce_short,1.24767,2022-06-07 07:00:00,1,True
reduce_short,1.25007,2022-06-07 09:00:00,1,True
sell,1.24876,2022-06-07 11:00:00,1,True
sell,1.25201,2022-06-07 13:00:00,1,True
reduce_short,1.2589700000000001,2022-06-07 15:00:00,2,True
sell,1.2583,2022-06-07 18:00:00,2,True
reduce_short,1.25858,2022-06-07 21:00:00,1,True
sell,1.2562900000000001,2022-06-08 03:00:00,1,True
close_short,1.2578099999999999,2022-06-08 06:00:00,3,True
sell,1.25173,2022-06-08 08:00:00,3,True
reduce_short,1.25323,2022-06-08 10:00:00,2,True
close_short,1.2540099999999998,2022-06-08 12:00:00,1,True
sell,1.25461,2022-06-08 14:00:00,1,True
close_short,1.25512,2022-06-08 16:00:00,1,True
sell,1.25344,2022-06-08 18:00:00,3,True
close_short,1.2539,2022-06-08 21:00:00,3,True
buy,1.25438,2022-06-08 23:00:00,3,True
reduce_long,1.25382,2022-06-09 02:00:00,1,True
reduce_long,1.25258,2022-06-09 05:00:00,1,True
close_long,1.25213,2022-06-09 08:00:00,1,True
buy,1.25377,2022-06-09 10:00:00,3,True
reduce_long,1.2535,2022-06-09 12:00:00,2,True
buy,1.25463,2022-06-09 14:00:00,2,True
close_long,1.25103,2022-06-09 16:00:00,3,True
sell,1.2503,2022-06-09 18:00:00,2,True
